Unique ID,Data Source,WDFW ID,DNR ID,RMAP ID,QIN ID,FS ID,CSP ID,PRISM Project #,Barrier Type,Latitude (from database),Longitude (from database),Latitude (map adjusted),Longitude (map adjusted),Stream Name,Tributary To Name,Interested Parties,Road Ownership,Road Name,Road Block,Road Number,Mile Post,County,HUC 10 Name,WRIA,Barrier Status,Barrier Passability,Reason,Verified,VerifiedDate,Barrier Width (m),Barrier Height (m),Barrier Length (m),Road Fill Depth (m),Channel Width (m),Priority Index (PI),Comments,Record Update Date,Record Update Person,On NHD?,Multiple Pipes,Include in Prioritization?,Barrier Flag,Total Prioritization Score,Downstream Barrier Count,"Total Habitat Gain (Coho, miles)","Total Habitat Gain (Steelhead, miles)","Total Habitat Gain (Chinook, miles)","Total Habitat Gain (Resident, miles)",x,y
CWCC.05810,USFS.Regional,,,,,2020183,,,Unknown,,,47.5507675370001,-124.040683502,unnamed,Matheny Creek,Forest Service; Quinault,Federal,WEST BOUNDARY,PAC,2100030,,Jefferson,Queets River,21,Unknown,Unknown Barrier Status,NA,,,,,,,,,"Unknown, Needs verification and culvert survey if present.  Stream not mapped correctly?","8/11/2020, 5:00 PM",bkrier,Yes,No,Yes,Resident Only (Adjusted); Downstream 0% Passable Barrier,31.875,2,,,,0.61,-13808145.725074898,6032441.321860288
CWCC.05811,USFS.Regional,,,,,2020184,,,Unknown,,,47.5664254260001,-124.034612333,unnamed,Matheny Creek,Forest Service; Quinault,Federal,2100037,PAC,2100037,,Jefferson,Queets River,21,Unknown,Unknown Barrier Status,NA,,,,,,,,,"Unknown, Needs fish distribution and culvert survey.  2100037. Trib to Matheny.","5/20/2020, 5:00 PM",JATHOMAS01,Yes,No,Yes,No Estimated Upstream Habitat Gain,27.375,1,0,0,0,0,-13807469.885690972,6035024.214125869
CWCC.05812,USFS.Regional,23511w01c,,,,965319790,,,Culvert,,,47.524212139,-124.053158543,unnamed,Salmon River,Forest Service; Quinault,Federal,2120000,PAC,2120000,,Grays Harbor,Queets River,21,No Barrier,100%,NA,,,4.8,2.45,29,4,4.2,,none,"8/11/2020, 5:00 PM",bkrier,Yes,No,No,,,,,,,,-13809534.440343568,6028062.563233715
CWCC.05813,USFS.Regional,,,,,2020176,,,Unknown,,,47.525445674,-124.044637301,Salmon River,Queets River,Forest Service; Quinault,Federal,2120022,PAC,2120022,,Jefferson,Queets River,21,No Barrier,100%,NA,,,,,,,,,Bridge,"5/20/2020, 5:00 PM",JATHOMAS01,Yes,No,No,,,,,,,,-13808585.859998306,6028265.913473862
CWCC.05814,USFS.Regional,,,,,2020179,,,Unknown,,,47.550033372,-124.039900773,unnamed,Salmon River,Forest Service; Quinault,Federal,2140000,PAC,2140000,,Jefferson,Queets River,21,Unknown,Unknown Barrier Status,NA,,,,,,,,,2140 MP 0.13  Uknown passability.  Needs culvert survey. KV plan for survey/design.  Trib to Salmon River? Or incorrectly mapped?,"5/20/2020, 5:00 PM",JATHOMAS01,Yes,No,Yes,Resident Only (Adjusted); Downstream 0% Passable Barrier,31.875,2,,,,0.01,-13808058.592141556,6032320.234481061
CWCC.05815,USFS.Regional,,,,,2020180,,,Unknown,,,47.557109784,-124.032434105,unnamed,Salmon River,Forest Service; Quinault,Federal,2140180,PAC,2140180,,Jefferson,Queets River,21,No Barrier,100%,NA,,,,,,,,,"No culvert located, seasonal flow.  100% passable.  2140180.  Trib to Salmon River?","5/20/2020, 5:00 PM",JATHOMAS01,No,No,No,,,,,,,,-13807227.406409113,6033487.432504965
CWCC.05816,USFS.Regional,,,,,2020181,,,Unknown,,,47.561099993,-124.027666875,unnamed,Matheny Creek,Forest Service; Quinault,Federal,2140200,PAC,2140200,,Jefferson,Queets River,21,Unknown,Unknown Barrier Status,NA,,,,,,,,,Unknown passability.  2140200 MP 0.10 (Queets EA) Needs culvert survey.  Trib to Matheny.,"5/20/2020, 5:00 PM",JATHOMAS01,Yes,No,Yes,,38.575,2,0.09,0.09,0,0,-13806696.720814163,6034145.655371998
CWCC.05817,USFS.Regional,,,,,2020241,,,Unknown,,,47.5602271070001,-124.028263124,unnamed,Matheny Creek,Forest Service; Quinault,Federal,2140200,PAC,2140200,,Jefferson,Queets River,21,Unknown,Unknown Barrier Status,NA,,,,,,,,,Unknown passability.  2140200 MP 0.04 (Queets EA) Needs culvert survey.  Trib to Matheny.,"5/20/2020, 5:00 PM",JATHOMAS01,Yes,No,Yes,,42.075,2,0.13,0.13,0,0.11,-13806763.094924605,6034001.660252205
CWCC.05818,USFS.Regional,,,,,2020182,,,Unknown,,,47.5657422580001,-124.025423409,unnamed,Matheny Creek,Forest Service; Quinault,Federal,2140211,PAC,2140211,,Jefferson,Queets River,21,Unknown,Unknown Barrier Status,NA,,,,,,,,,"2140211 Decom identified in Queets EA.  Unknown passability, needs culvert survey, fish dist edits. Trib to Matheny","5/20/2020, 5:00 PM",JATHOMAS01,No,No,No,,,,,,,,-13806446.97930785,6034911.5040049115
CWCC.05819,USFS.Regional,,,,,2020158,,,Unknown,,,47.5667592140001,-123.982910101,Hook Branch Creek,Matheny Creek,Forest Service; Quinault,Federal,2160000,PAC,2160000,,Jefferson,Queets River,21,No Barrier,100%,NA,,,,,,,,,Bridge,"5/20/2020, 5:00 PM",JATHOMAS01,Yes,No,No,,,,,,,,-13801714.419552974,6035079.283429768
CWCC.05822,USFS.Regional,,,,,2020157,,,Unknown,,,47.564724239,-123.978814111,unnamed,Matheny Creek,Forest Service; Quinault,Federal,2160000,PAC,2160000,,Jefferson,Queets River,21,Unknown,Unknown Barrier Status,NA,,,,,,,,,"Unknown passability, 2160 mp 3.2?  downstream of barrier on 060, needs culvert survey and fish distribution.  Fish observed at outlet. Trib to Matheny","5/20/2020, 5:00 PM",JATHOMAS01,Yes,No,Yes,,38.175,1,0.19,0.19,0,0,-13801258.45597519,6034743.552411696
CWCC.05823,USFS.Regional,,,,,2020161,,,Unknown,,,47.5682984900001,-123.985275016,unnamed,Matheny Creek,Forest Service; Quinault,Federal,2160000,PAC,2160000,,Jefferson,Queets River,21,Unknown,Unknown Barrier Status,NA,,,,,,,,,"Unknown passability, bridge? Needs fish distribution edits and culvert survey.  2160 MP 2.8.  Trib to Matheny","5/20/2020, 5:00 PM",JATHOMAS01,Yes,No,Yes,Resident Only (Adjusted); Downstream 0% Passable Barrier,26.875,2,,,,0.85,-13801977.680649575,6035333.242466344
CWCC.05829,USFS.Regional,,,,,2020156,,,Unknown,,,47.5654031830001,-123.978113135,unnamed,Matheny Creek,Forest Service; Quinault,Federal,2160060,PAC,2160060,,Jefferson,Queets River,21,Unknown,Unknown Barrier Status,NA,,,,,,,,,"Unknown passability, 2160060 failing culvert. Need culvert survey and fish distribtuion.  Trib to Matheny","5/20/2020, 5:00 PM",JATHOMAS01,Yes,No,Yes,,39.375,1,0.19,0.19,0,0,-13801180.42374082,6034855.563554202
CWCC.06294,WDFW March 2021,935469,,,,,,,Culvert,47.489866,-124.071928,47.4899471160001,-124.071921989,unnamed,Lunch Creek,Quinault,Tribal,BIA 9200 Rd,,,-999.99,Grays Harbor,Raft River-Frontal Pacific Ocean,21,Barrier,0%,Drop,,"12/28/2020, 4:00 PM",,,,,,,"Flow goes subsurface directly after WSD, subsurface >160m. No adandromous access","8/4/2021, 5:00 PM",rpepin,No,No,No,,,,,,,,-13811623.17759933,6022415.827073478
CWCC.06293,WDFW March 2021,935468,,,,,,,Culvert,47.488926,-124.068238,47.489019893,-124.067992356,unnamed,Lunch Creek,Quinault,Tribal,BIA 9200 Rd,,,-999.99,Grays Harbor,Raft River-Frontal Pacific Ocean,21,Barrier,0%,Drop,,"12/28/2020, 4:00 PM",,,,,,3.19,,"8/4/2021, 5:00 PM",rpepin,No,No,No,,,,,,,,-13811185.732813038,6022263.075753217
CWCC.06292,WDFW March 2021,935508,,,,,,,Culvert,47.489536,-124.058317,47.4895414210001,-124.058332133,unnamed,Lunch Creek,Quinault,Tribal,logging rd; BIA 9220 Rd,,,-999.99,Grays Harbor,Raft River-Frontal Pacific Ocean,21,Barrier,Unknown Passability,Slope,,"1/26/2021, 4:00 PM",,,,,,2.75,,"8/4/2021, 5:00 PM",rpepin,No,No,No,,,,,,,,-13810110.361720655,6022348.992338672
CWCC.06300,WDFW March 2021,935512,,,,,,,Culvert,47.484391,-124.078242,47.4844775070001,-124.078199015,unnamed,Lunch Creek,Quinault,Tribal,logging rd; BIA 9200 Rd,,,-999.99,Grays Harbor,Raft River-Frontal Pacific Ocean,21,Barrier,33%,Depth,,"3/1/2021, 4:00 PM",,,,,,,,"8/4/2021, 5:00 PM",rpepin,No,No,No,,,,,,,,-13812321.93293601,6021514.798871707
