Unique ID,Data Source,WDFW ID,DNR ID,RMAP ID,QIN ID,FS ID,CSP ID,Barrier Type,Latitude (from database),Longitude (from database),Latitude (map adjusted),Longitude (map adjusted),Stream Name,Tributary To Name,Interested Parties,Road Ownership,Road Name,Road Block,Road Number,Mile Post,County,HUC 10 Name,WRIA,Barrier Status,Barrier Passability,Barrier Flag,DST Calculation Adjustment,Fish Type,Total Prioritization Score,Habitat Quantity Score,Habitat Potential Score,Connectivity Score,Current Condition Score,Future Condition Score,Barrier Passability Score,Downstream Barrier Count,Downstream Barrier Count Score,Downstream Minimum Passability,Downstream Minimum Passability Score,Upstream Barrier Count,Upstream Barrier Count Score,Upstream Minimum Passability,Upstream Minimum Passability Score,Maximum Net Anadromous Habitat Gain Score,"Net Habitat Gain (Coho, miles)",Net Upstream Habitat Gain Coho Score,"Total Habitat Gain (Coho, miles)","Net Habitat Gain (Steelhead, miles)",Net Upstream Habitat Gain Steelhead Score,"Total Habitat Gain (Steelhead, miles)","Net Habitat Gain (Chinook, miles)",Net Upstream Habitat Gain Chinook Score,"Total Habitat Gain (Chinook, miles)","Net Habitat Gain (Sockeye, miles)",Net Upstream Habitat Gain Sockeye Score,"Total Habitat Gain (Sockeye, miles)","Net Habitat Gain (Bull Trout, miles)",Net Upstream Habitat Gain Bull Trout Score,"Total Habitat Gain (Bull Trout, miles)","Net Habitat Gain (Resident, miles)",Net Upstream Habitat Gain Resident Score,"Total Habitat Gain (Resident, miles)",Number of Species,Maximum Habitat Potential Score,Net Habitat Potential (Coho Winter),Habitat Potential Coho Winter Score,Net Habitat Potential (Coho Summer),Habitat Potential Coho Summer Score,Net Habitat Potential (Steelhead),Habitat Potential Steelhead Score,Net Habitat Potential (Chinook),Habitat Potential Chinook Score,Number of Documented Species,Documented Coho,Documented Steelhead,Documented Chinook,Documented Sockeye,Documented Bull Trout,Documented Resident,"Stream Temperature (2019, degrees C)",Current Stream Temperature Score,"Stream Temperature (2080, degrees C)",Future Stream Temperature Score,Future Winter Max Flows (Percent Change),Future Winter Max Flows Score,Future Winter Bankfull Flows (Percent Change),Future Winter Bankfull Flows Score,Future Summer Flows,Future Summer Flows Score,x,y
CWCC.03111,WDFW.NoNatural,132162338,,,,,,Other,48.1531184,-124.5792527,48.153131908,-124.579254891,unnamed,Trout Creek,Makah,Private,private; Ozette Rd,,,,Clallam,Ozette Lake-Frontal Pacific Ocean,20,Barrier,33%,,No Chinook Habitat,Resident and Anadromous,63.925,15,15,20.8,7.5,5.625,4,1,4,Unknown Barrier Status,4,0,5,NA,5,3,2.07,3,2.07,2.07,3,2.07,0,0,0,0,0,0,0,0,0,2.05,3,2.05,3,3,0.56,3,0.21,2,0.22,2,-99999,0,3,Yes,Yes,No,No,No,Yes,13.901537436328,3,15.3753923068315,3,16.8653325111034,3,30.6958965434656,1,25.1030130787163,2,-13868099.21787517,6132368.442984967
CWCC.03112,WDFW.NoNatural,132162345,,,,,,Culvert,48.2550079,-124.5574146,48.2549994190001,-124.557330727,unnamed,Sooes River,Makah,Private,7000 rd,,,,Clallam,Sooes River-Frontal Makah Bay,20,Barrier,0%,,,Resident and Anadromous,48.2,5,8.5,22.2,7.5,5,5,1,4,67%,4,2,3,67%,4,1,0.12,1,0.2,0.12,1,0.2,0,0,0,0,0,0,0,0,0,0.25,1,0.29,3,2,0.25,2,0.07,1,0.09,1,-99999,0,0,No,No,No,No,No,No,14.9278700929059,3,16.5483536995967,2,19.1432807733195,2,17.9876653265548,2,26.048224780083,2,-13865658.631076267,6149382.985094988
CWCC.03113,WDFW.NoNatural,132171015A,,,,,,Culvert,47.6263562,-124.3590662,47.626267307,-124.359047165,unnamed,Kalaloch Creek,Hoh; Quinault,Private,Pvt;K1200,,,,Jefferson,Raft River-Frontal Pacific Ocean,21,Barrier,33%,No Estimated Upstream Habitat Gain,,No Estimated Upstream Habitat,37.05,0,0,20.8,7.5,8.75,4,1,4,Unknown Barrier Status,4,0,5,NA,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,0,-99999,0,-99999,0,-99999,0,0,No,No,No,No,No,No,13.7931263522125,3,15.2857468830105,3,14.1195667855706,4,14.3206980193521,4,23.5586032204483,3,-13843585.805933572,6044902.725110746
CWCC.03116,WDFW.NoNatural,132171023,,,,,,Culvert,48.2568938,-124.5632573,48.2569194260001,-124.563121934,unnamed,Sooes River,Makah,Private,Pvt;7000 Rd,,,,Clallam,Sooes River-Frontal Makah Bay,20,Barrier,33%,,,Resident and Anadromous,46.8,5,8.5,20.8,7.5,5,4,1,4,67%,4,0,5,NA,5,1,0.28,1,0.28,0.28,1,0.28,0,0,0,0,0,0,0,0,0,0.21,1,0.21,3,2,0.32,2,0.12,1,0.12,1,-99999,0,0,No,No,No,No,No,No,14.9278700929059,3,16.5483536995967,2,19.1432807733195,2,17.9876653265548,2,26.048224780083,2,-13866303.30535554,6149704.001783394
CWCC.03117,WDFW March 2021,132171347,,,,,,Culvert,47.1530697,-124.1835186,47.1530603690001,-124.183592519,unnamed,Boone Creek,Quinault,Private,Pvt;SR109,,,,Grays Harbor,Moclips River-Frontal Pacific Ocean,21,Barrier,33%,,,Resident and Anadromous,48.6,5,8.5,17.6,7.5,10,4,3,2,33%,2,0,5,NA,5,1,0.3,1,0.3,0.3,1,0.3,0,0,0,0,0,0,0,0,0,0.16,1,0.16,3,2,0.2,2,0.1,1,0.09,1,-99999,0,0,No,No,No,No,No,No,14.13813321202,3,15.6261622105564,3,13.258248819492,5,13.3022511464988,5,21.875160190316,3,-13824054.284140196,5967093.303978111
CWCC.03123,WDFW March 2021,132182603K,,,,,,Culvert,48.049826168,-124.444918196,48.0499115800001,-124.445529787,unnamed,East Fork Dickey River,Quileute,Private,5270.513,,,,Clallam,Dickey River,20,Barrier,67%,No Estimated Upstream Habitat Gain,,No Estimated Upstream Habitat,28.825,0,0,18.2,5,5.625,3,1,4,Unknown Barrier Status,4,0,5,NA,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,0,-99999,0,-99999,0,-99999,0,0,No,No,No,No,No,No,16.3037206570482,2,18.0881692026422,2,16.9823276476504,3,20.878612958949,2,25.2710409760914,2,-13853213.007370744,6115162.363805634
CWCC.03124,WDFW.NoNatural,132182603L,,,,,,Culvert,48.050295411,-124.442787228,48.050172241,-124.443040213,unnamed,East Fork Dickey River,Quileute,Private,5270.5132,,,,Clallam,Dickey River,20,Barrier,67%,No Estimated Upstream Habitat Gain,,No Estimated Upstream Habitat,28.825,0,0,18.2,5,5.625,3,1,4,Unknown Barrier Status,4,0,5,NA,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,0,-99999,0,-99999,0,-99999,0,0,No,No,No,No,No,No,16.3037206570482,2,18.0881692026422,2,16.9823276476504,3,20.878612958949,2,25.2710409760914,2,-13852935.869261747,6115205.770611198
CWCC.03235,WDFW.NoNatural,161008,,,,,,Culvert,47.7786255,-124.3091736,47.7786058770001,-124.309249121,Cassel Creek,Hoh River,Hoh,County,Oil City Rd,,,3.93,Jefferson,Hoh River,20,Unknown,Unknown Barrier Status,,,Resident and Anadromous,37.675,8,8.5,11.8,5,4.375,1,1,4,Unknown Barrier Status,4,2,3,67%,4,2,1.04,2,1.04,1.04,2,1.04,0,0,0,0,0,0,0,0,0,0.78,1,0.78,3,2,0.35,2,0.31,2,0.16,1,-99999,0,0,No,No,No,No,No,No,18.4240485407234,2,20.3579980122927,2,18.7262099646688,2,19.5892864613348,2,30.4610216776225,1,-13838042.313005926,6070101.456727243
CWCC.03396,WDFW.NoNatural,162207,,,,,,Culvert,47.778614,-124.3095474,47.77863145,-124.30924493,Cassel Creek,Hoh River,Hoh,Private,logging rd,,,,Jefferson,Hoh River,20,Barrier,33%,,,Resident and Anadromous,46.675,8,8.5,20.8,5,4.375,4,1,4,Unknown Barrier Status,4,0,5,NA,5,2,1.04,2,1.04,1.04,2,1.04,0,0,0,0,0,0,0,0,0,0.78,1,0.78,3,2,0.35,2,0.31,2,0.16,1,-99999,0,0,No,No,No,No,No,No,18.4240485407234,2,20.3579980122927,2,18.7262099646688,2,19.5892864613348,2,30.4610216776225,1,-13838041.84652052,6070105.693066783
CWCC.03399,WDFW.NoNatural,162210,,,,,,Other,47.7508888,-124.3561478,47.7508739100001,-124.356231895,unnamed,Hoh River,Hoh,Private,NA,,,,Jefferson,Hoh River,20,Unknown,Unknown Barrier Status,,,Resident and Anadromous,39.175,10,10,9.8,5,4.375,1,1,4,Unknown Barrier Status,4,3,2,0%,0,2,1.18,2,1.88,1.18,2,1.88,0.18,1,0.18,0,0,0,0,0,0,1.23,2,1.7,4,2,0.39,2,0.34,2,0.17,1,0.05,1,0,No,No,No,No,No,No,18.4240485407234,2,20.3579980122927,2,18.7262099646688,2,19.5892864613348,2,30.4610216776225,1,-13843272.411533825,6065508.750584458
CWCC.03400,WDFW.NoNatural,162211,,,,,,Other,47.7610893,-124.3623734,47.7610947160001,-124.362359166,unnamed,Hoh River,Hoh,Private,NA,,,,Jefferson,Hoh River,20,Barrier,0%,Downstream 0% Passable Barrier,,Resident and Anadromous,44.275,5,10.5,19.4,5,4.375,5,2,3,0%,0,0,5,NA,5,1,0.22,1,0.22,0.22,1,0.22,0,0,0,0,0,0,0,0,0,0.17,1,0.17,3,3,0.22,2,0.42,3,0.13,1,-99999,0,0,No,No,No,No,No,No,18.4240485407234,2,20.3579980122927,2,18.7262099646688,2,19.5892864613348,2,30.4610216776225,1,-13843954.496169189,6067201.138831404
CWCC.03402,WDFW.NoNatural,162213,,,,,,Culvert,47.756321,-124.3672333,47.7564191910001,-124.36730843,unnamed,Hoh River,Hoh,Private,H4500 Rd; Oil City Rd,,,0.14,Jefferson,Hoh River,20,Barrier,33%,Downstream 0% Passable Barrier,,Resident and Anadromous,40.475,5,10.5,15.6,5,4.375,4,2,3,0%,0,2,3,67%,4,1,0.44,1,0.44,0.44,1,0.44,0,0,0,0,0,0,0,0,0,0.19,1,0.19,3,3,0.12,1,0.43,3,0.07,1,-99999,0,0,No,No,No,No,No,No,18.4240485407234,2,20.3579980122927,2,18.7262099646688,2,19.5892864613348,2,30.4610216776225,1,-13844505.44573958,6066426.911761343
CWCC.03403,WDFW.NoNatural,162214,,,,,,Other,47.7585869,-124.3681488,47.758581296,-124.368222672,unnamed,Hoh River,Hoh,Unknown,N/A,,,,Jefferson,Hoh River,20,Unknown,Unknown Barrier Status,Downstream 0% Passable Barrier,,Resident and Anadromous,31.075,5,8.5,8.2,5,4.375,1,3,2,0%,0,0,5,NA,5,1,0.31,1,0.31,0.31,1,0.31,0,0,0,0,0,0,0,0,0,0.03,1,0.03,3,2,0.1,1,0.38,2,0.05,1,-99999,0,0,No,No,No,No,No,No,18.4240485407234,2,20.3579980122927,2,18.7262099646688,2,19.5892864613348,2,30.4610216776225,1,-13844607.21867062,6066784.929213666
CWCC.03404,WDFW.NoNatural,162216,,,,,,Culvert,47.8281326,-124.1743698,47.8280820620001,-124.174335994,unnamed,Hoh River,Hoh,State,H3106.4,,,0.55,Jefferson,Hoh River,20,Barrier,67%,No Estimated Upstream Habitat Gain; Downstream 0% Passable Barrier,,No Estimated Upstream Habitat,24.375,0,0,15,5,4.375,3,1,4,0%,0,0,5,NA,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,0,-99999,0,-99999,0,-99999,0,0,No,No,No,No,No,No,18.6062497784395,2,20.6630416237976,2,17.8149997868815,2,19.7198709824723,2,30.732546961021,1,-13823023.85243702,6078301.322755435
CWCC.03406,WDFW.NoNatural,162218,,,,,,Other,47.8762627,-124.3241806,47.8762500510001,-124.323837989,Box Canyon,Bogachiel River,Quileute,Unknown,N/A,,,,Jefferson,Bogachiel River,20,Unknown,Unknown Barrier Status,No Estimated Upstream Habitat Gain,,No Estimated Upstream Habitat,20.825,0,0,10.2,5,5.625,1,1,4,Unknown Barrier Status,4,2,3,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0,-99999,0,-99999,0,-99999,0,-99999,0,0,No,No,No,No,No,No,21.5279217552579,2,23.7548168713768,1,18.02507101986,2,15.4996785072823,4,28.4096428887483,2,-13839666.338416066,6086291.889659518
CWCC.03407,WDFW.NoNatural,162219,,,,,,Other,47.8793869,-124.3247375,47.879361863,-124.324978505,Box Canyon,Bogachiel River,Quileute,Unknown,N/A,,,,Jefferson,Bogachiel River,20,Unknown,Unknown Barrier Status,No Estimated Upstream Habitat Gain; Downstream 0% Passable Barrier,,No Estimated Upstream Habitat,19.625,0,0,9,5,5.625,1,2,3,0%,0,0,5,NA,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,0,-99999,0,-99999,0,-99999,0,0,No,No,No,No,No,No,21.5279217552579,2,23.7548168713768,1,18.02507101986,2,15.4996785072823,4,28.4096428887483,2,-13839793.300088717,6086808.362200138
CWCC.03409,WDFW.NoNatural,162222,,,,,,Other,47.8804436,-124.3196793,47.88033685,-124.319279813,Forgotten Creek,Bogachiel River,Quileute,Private,N/A,,,,Jefferson,Bogachiel River,20,Unknown,Unknown Barrier Status,No Estimated Upstream Habitat Gain,,No Estimated Upstream Habitat,22.425,0,0,11.8,5,5.625,1,1,4,Unknown Barrier Status,4,2,3,67%,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,0,-99999,0,-99999,0,-99999,0,0,No,No,No,No,No,No,21.5279217552579,2,23.7548168713768,1,18.02507101986,2,15.4996785072823,4,28.4096428887483,2,-13839158.924549827,6086970.188616481
CWCC.03416,WDFW.NoNatural,20.0096 X 0.10,,,,,,Dam,48.053053933,-124.303585826,48.0536923010001,-124.303112982,unnamed,Sol Duc River,Quileute,State,,,,,Clallam,Sol Duc River-Quillayute River,20,Barrier,33%,,,Anadromous Only,49.825,3,14.5,19.2,7.5,5.625,4,1,4,33%,2,0,5,NA,5,1,0.02,1,0.02,0.02,1,0.02,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0.24,2,0.81,5,0.18,1,-99999,0,1,Yes,No,No,No,No,No,12.6288033654913,3,13.9234758516288,3,16.0762452952477,3,23.6105600540344,1,30.3388540169893,2,-13837359.241142178,6115791.973405669
CWCC.03418,WDFW.NoNatural,20.0162 X 0.10,,,,,,Dam,47.934899999,-124.43983,47.9352423810001,-124.43944183,unnamed,Bogachiel River,Quileute,State,,,,,Clallam,Bogachiel River,20,Barrier,0%,,,Resident and Anadromous,44.725,5,10.5,18.6,5,5.625,5,2,3,67%,4,7,0,0%,0,1,0.17,1,0.84,0.17,1,0.84,0,0,0.12,0,0,0,0,0,0,0.18,1,1.35,3,3,0.53,3,0.11,1,0.2,2,-99999,0,0,No,No,No,No,No,No,21.5279217552579,2,23.7548168713768,1,18.02507101986,2,15.4996785072823,4,28.4096428887483,2,-13852535.299148884,6096088.228167085
CWCC.03419,WDFW.NoNatural,20.0175 A 0.02,,,,,,Dam,47.939379999,-124.44292,47.939450107,-124.442921945,unnamed,Calawah River,Quileute,State,,,,,Clallam,Calawah River,20,Barrier,0%,,,Anadromous Only,53.575,3,9,22.2,10,9.375,5,1,4,Unknown Barrier Status,4,2,3,67%,4,1,0.06,1,0.3,0.06,1,0.3,0,0,0,0,0,0,0,0,0,0,0,0.31,2,3,0.48,3,0.15,1,0.2,2,-99999,0,0,No,No,No,No,No,No,9.23847282849423,4,10.1443024600646,5,17.0894383065826,3,13.3848960400251,5,27.2531919569124,2,-13852922.703778794,6096787.395107622
CWCC.03426,WDFW March 2021,20.0511   0.10,,,,,,Culvert,47.8437287,-123.9672099,47.8440954860001,-123.966616905,Snider Creek,Hoh River,Hoh; Olympic National Park,Federal,Upper Hoh Rd,,,,Jefferson,Hoh River,20,Barrier,Unknown Passability,,,Anadromous Only,43.325,3,14,13.2,7.5,5.625,2,1,4,Unknown Barrier Status,4,1,4,0%,0,1,0.2,1,0.2,0.2,1,0.2,0.2,1,0.2,0,0,0,0,0,0,0,0,1.12,3,4,0.77,4,0.3,2,0.36,2,0.22,2,1,No,Yes,No,No,No,No,13.1760741802623,3,14.9498179197625,3,16.0375219765189,3,20.3706482177215,2,41.1805221573445,1,-13799900.669246081,6080956.959368092
CWCC.03732,WDFW.NoNatural,20800306,,,,,20800306,Culvert,47.949473857,-124.374673103,47.949425665,-124.374685036,unnamed,Calawah River,Quileute,City,Minnie Peterson Rd,,,,Clallam,Calawah River,20,Unknown,Unknown Barrier Status,Resident Only,,Resident Only,35.875,2,1.5,13,10,9.375,1,1,4,Unknown Barrier Status,4,0,5,NA,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61,1,0.61,1,0,-99999,0,-99999,0,-99999,0,-99999,0,0,No,No,No,No,No,No,9.23847282849423,4,10.1443024600646,5,17.0894383065826,3,13.3848960400251,5,27.2531919569124,2,-13845326.605831152,6098445.187841604
CWCC.03834,WDFW March 2021,21.0030   0.40,,,,,,Culvert,47.6041946,-124.2822876,47.6041925550001,-124.282286401,Wildcat Creek,Clearwater River,Quinault,State,Clearwater Rd,,,,Jefferson,Clearwater River,21,Barrier,33%,Resident Only (Adjusted); Downstream 0% Passable Barrier,,Resident Only,31.05,4,1.5,16.8,2.5,6.25,4,2,3,0%,0,0,5,NA,5,0,,0,,,0,,,0,,,0,,,0,,1.43,2,1.43,1,0,,0,,0,,0,,0,0,No,No,No,No,No,No,26.5203714763954,1,29.2268282204152,1,13.4369293097973,5,18.3574127455286,2,24.8133070694707,2,-13835040.83675743,6041257.378651067
CWCC.03835,WDFW March 2021,21.0463   0.10,,,,,,Culvert,47.4853405,-123.8759969,47.4853677680001,-123.8759969,McCormick Creek,Lake Quinault,Olympic National Park; Quinault,Federal,N Shore Rd,,,,Grays Harbor,Upper Quinault River,21,Barrier,0%,,,Anadromous Only,55.15,3,15,23.4,5,8.75,5,1,4,Unknown Barrier Status,4,0,5,NA,5,1,0.89,1,0.89,0.89,1,0.89,0.18,1,0.18,0.02,1,0.02,0,0,0,0,0,0.8,4,3,0.33,2,0.5,3,0.18,1,0.04,1,2,Yes,No,No,Yes,No,No,18.6254729029044,2,20.6061999645752,2,12.1662158824538,5,12.1413363210173,5,30.2115031989384,2,-13789812.896426028,6021661.44834857
CWCC.03836,WDFW March 2021,21.0464   0.10,,,,,,Culvert,47.4888753,-123.8713014,47.4888950440001,-123.871316589,Slide Creek,Lake Quinault,Olympic National Park; Quinault,Federal,N Shore Rd,,,,Grays Harbor,Upper Quinault River,21,Barrier,0%,Resident Only (Adjusted); Downstream 0% Passable Barrier,,Resident Only,41.65,4,4.5,19.4,5,8.75,5,2,3,0%,0,0,5,NA,5,0,,0,,,0,,,0,,,0,,,0,,1.13,2,1.13,1,0,,0,,0,,0,,0,2,Yes,No,No,Yes,No,No,18.6254729029044,2,20.6061999645752,2,12.1662158824538,5,12.1413363210173,5,30.2115031989384,2,-13789291.88658047,6022242.508265216
CWCC.03861,WDFW.NoNatural,2111w22a,,,,,,Culvert,47.302015,-124.061245,47.3019495520001,-124.061255879,Hall Creek,North Fork Moclips River,Quinault,Federal,logging road,,,,Grays Harbor,Moclips River-Frontal Pacific Ocean,21,Unknown,Unknown Barrier Status,,,Resident and Anadromous,59.625,15,16,13,7.5,8.125,1,1,4,Unknown Barrier Status,4,0,5,NA,5,3,2.81,3,2.81,2.81,3,2.81,2.63,3,2.63,0,0,0,0,0,0,2.85,3,2.85,4,5,0.85,5,0.15,1,0.35,2,0.23,2,0,No,No,No,No,No,No,15.2916687007942,3,16.9013976500161,2,8.26824797167267,5,17.758736704261,3,23.3515839277323,3,-13810435.83159153,5991499.948253833
CWCC.03994,WDFW March 2021,2211w19e,,,,,,Culvert,47.386688,-124.130545,47.3864480820001,-124.130794399,unnamed,O'Took Creek,Quinault,Federal,Logging Rd,,,,Grays Harbor,Lower Quinault River,21,Barrier,67%,,,Anadromous Only,40.2,3,9,18.2,5,5,3,1,4,Unknown Barrier Status,4,0,5,NA,5,1,0.2,1,0.2,0.2,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0.43,3,0.17,1,0.15,1,-99999,0,0,No,No,No,No,No,No,21.1173612211896,2,23.2127069577459,1,14.2884112484427,4,25.6796532508245,1,28.9160793901977,2,-13818176.824257683,6005381.943154229
CWCC.04041,WDFW.NoNatural,2212w25a,,,,,,Other,47.374481,-124.159446,47.374406526,-124.159833656,unnamed,No Name Creek,Quinault,Federal,Logging Rd,,,,Grays Harbor,Lower Quinault River,21,Barrier,0%,,,Resident and Anadromous,45.7,5,8.5,22.2,5,5,5,1,4,Unknown Barrier Status,4,2,3,67%,4,1,0.13,1,0.13,0.13,1,0.13,0,0,0,0,0,0,0,0,0,0.56,1,0.56,3,2,0.23,2,0.3,2,0.08,1,-99999,0,0,No,No,No,No,No,No,21.1173612211896,2,23.2127069577459,1,14.2884112484427,4,25.6796532508245,1,28.9160793901977,2,-13821409.4595853,6003402.315716866
CWCC.04100,WDFW March 2021,2213w26e,,,2213w26e,,,Culvert,47.36165,-124.299893,47.361675888,-124.300061087,unnamed,Pacific Ocean,Quinault,Federal,Logging Rd,,,,Grays Harbor,Raft River-Frontal Pacific Ocean,21,Barrier,0%,,,Resident and Anadromous,50.025,5,8.5,23.4,7.5,5.625,5,1,4,Unknown Barrier Status,4,0,5,NA,5,1,0.53,1,0.53,0.53,1,0.53,0,0,0,0,0,0,0,0,0,0.16,1,0.16,3,2,0.26,2,0.14,1,0.12,1,-99999,0,0,No,No,No,No,No,No,12.1085004189904,3,13.404683102387,3,20.301301574213,2,26.4500158875813,1,23.4866904834226,3,-13837019.505748378,6001309.8951737555
CWCC.04147,WDFW.NoNatural,2311w07a,,,2311w07a01,,,Culvert,47.49493995,-124.136242518,47.49495073,-124.136243534,unnamed,North Fork Raft River,Quinault,Federal,logging rd,,,,Grays Harbor,Raft River-Frontal Pacific Ocean,21,Unknown,Unknown Barrier Status,,,Resident and Anadromous,47.875,5,10.5,13,12.5,6.875,1,1,4,Unknown Barrier Status,4,0,5,NA,5,1,0.67,1,0.67,0.67,1,0.67,0,0,0,0,0,0,0,0,0,0.76,1,0.76,3,3,0.56,3,0.18,1,0.23,2,-99999,0,0,No,No,No,No,No,No,10.9189455775538,5,12.0887477081604,3,14.5853115793761,4,22.061897122156,1,23.0657818922212,3,-13818783.419167545,6023240.172552278
CWCC.04154,WDFW.NoNatural,2311w14a,,,,,,Culvert,47.480012336,-124.046757937,47.4799889620001,-124.046620099,unnamed,Lunch Creek,Quinault,Private,BIA 9200 Rd,,,,Grays Harbor,Raft River-Frontal Pacific Ocean,21,Barrier,33%,,,Anadromous Only,35.275,3,7,18.4,2.5,4.375,4,2,3,33%,2,0,5,NA,5,1,0.12,1,0.12,0.12,1,0.12,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.11,1,0.29,2,0.06,1,-99999,0,0,No,No,No,No,No,No,25.3914957606655,1,28.1065686812437,1,20.6165220252903,2,24.6312065062302,1,23.1968199864728,3,-13808806.584042171,6020775.455050395
CWCC.04243,WDFW.NoNatural,2312w28a,,,2312w28a,,,Culvert,47.447391736,-124.213691957,47.4473844670001,-124.213605979,unnamed,Raft River,Quinault,Private,logging rd,,,,Grays Harbor,Raft River-Frontal Pacific Ocean,21,Unknown,Unknown Barrier Status,,,Anadromous Only,30.675,3,9,11.8,2.5,4.375,1,1,4,Unknown Barrier Status,4,2,3,67%,4,1,0.34,1,0.35,0.34,1,0.35,0,0,0,0,0,0,0,0,0,0,0,0.02,2,3,0.4,3,0.35,2,0.19,1,-99999,0,0,No,No,No,No,No,No,25.3914957606655,1,28.1065686812437,1,20.6165220252903,2,24.6312065062302,1,23.1968199864728,3,-13827395.36722408,6015406.804022058
CWCC.04251,WDFW.NoNatural,2312w31f,,,2312w31f,,,Puncheon,47.433948,-124.26079,47.4339590450001,-124.260762733,unnamed,Red Creek,Quinault,Private,logging rd,,,,Grays Harbor,Raft River-Frontal Pacific Ocean,21,Barrier,0%,,,Resident and Anadromous,53.275,13,10,23.4,2.5,4.375,5,1,4,Unknown Barrier Status,4,0,5,NA,5,3,2.35,3,2.35,2.35,3,2.35,0.51,1,0.51,0,0,0,0,0,0,1.95,2,1.95,4,2,0.39,2,0.22,2,0.19,1,0.16,1,0,No,No,No,No,No,No,25.3914957606655,1,28.1065686812437,1,20.6165220252903,2,24.6312065062302,1,23.1968199864728,3,-13832644.832985139,6013197.143361395
CWCC.04255,WDFW.NoNatural,2312w33a,,,2312w33a,,,Culvert,47.444174045,-124.206665082,47.444127746,-124.206671832,unnamed,Raft River,Quinault,Private,logging rd,,,,Grays Harbor,Raft River-Frontal Pacific Ocean,21,Barrier,0%,,,Anadromous Only,44.275,3,11,23.4,2.5,4.375,5,1,4,Unknown Barrier Status,4,0,5,NA,5,1,0.01,1,0.01,0.01,1,0.01,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0.6,4,0.14,1,0.22,2,-99999,0,0,No,No,No,No,No,No,25.3914957606655,1,28.1065686812437,1,20.6165220252903,2,24.6312065062302,1,23.1968199864728,3,-13826623.461429795,6014870.735748609
CWCC.04268,WDFW.NoNatural,2313w12c,,,,,,Other,47.496145,-124.286659,47.496071789,-124.286845087,unnamed,Whale Creek,Quinault,Private,Logging rd,,,,Grays Harbor,Raft River-Frontal Pacific Ocean,21,Barrier,0%,No Estimated Upstream Habitat Gain,,No Estimated Upstream Habitat,39.925,0,0,21.8,10,8.125,5,1,4,33%,2,0,5,NA,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,0,-99999,0,-99999,0,-99999,0,0,No,No,No,No,No,No,5.83639377327349,4,6.45523449428824,4,13.089177973767,5,34.1287720490744,1,22.4967876553517,3,-13835548.307402177,6023424.877730836
CWCC.04270,WDFW.NoNatural,2313w13g,,,2313w13g01,,,Culvert,47.489802,-124.288809,47.4897743280001,-124.288858044,unnamed,Whale Creek,Quinault,Tribal,Logging rd,,,,Grays Harbor,Raft River-Frontal Pacific Ocean,21,Unknown,Unknown Barrier Status,No Estimated Upstream Habitat Gain,,No Estimated Upstream Habitat,31.125,0,0,13,10,8.125,1,1,4,Unknown Barrier Status,4,0,5,NA,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,0,-99999,0,-99999,0,-99999,0,0,No,No,No,No,No,No,5.83639377327349,4,6.45523449428824,4,13.089177973767,5,34.1287720490744,1,22.4967876553517,3,-13835772.388683502,6022387.361664164
CWCC.04276,WDFW.NoNatural,2313w21a,,,2313w21a02,,,Culvert,47.468735,-124.334094,47.4687770510001,-124.334110915,unnamed,Raft River,Quinault,Tribal,logging rd,,,,Grays Harbor,Raft River-Frontal Pacific Ocean,21,Barrier,0%,Downstream 0% Passable Barrier,,Resident and Anadromous,40.575,5,8.5,20.2,2.5,4.375,5,1,4,0%,0,0,5,NA,5,1,0.29,1,0.29,0.29,1,0.29,0,0,0,0,0,0,0,0,0,0.19,1,0.19,3,2,0.39,2,0.12,1,0.15,1,-99999,0,0,No,No,No,No,No,No,25.3914957606655,1,28.1065686812437,1,20.6165220252903,2,24.6312065062302,1,23.1968199864728,3,-13840809.915337907,6018928.92786388
