OBJECTID,BarrierID,StreamName,TributaryTo,County,OwnerType,FeatureType,Species,PassiblePercent,HabitatQuantity_Chinook_mi,HabitatQuality_IPScore_Chinook,HabitatQuantity_Coho_mi,HabitatQuality_IPScore_Coho,HabitatQuantity_Steelhead_mi,HabitatQuality_IPScore_Steelhea,HabitatQuantity_Chum_mi,HabitatQuantity_Cutthroat_mi,NumberSpeciesBenefit,DownstreamBarriers_Count,DownstreamBarriers_MinpercPass,UpstreamBarriers_Count,UpstreamBarriers_MinpercPass,RoadDensity_mipersqmi,WaterQuality_303d,StreamTemperature_degC,FutureStreamTemperature_degC,CanopyCover_openingangledegrees,TreeHeight_avgm,BufferWidth_avgm,NetHabitatQuantity_Chinook_mi,NetHabitatQualityIPScore_Chinoo,NetHabitatQuantity_Coho_mi,NetHabitatQualityIPScore_Coho,NetHabitatQuantity_Steelhead_mi,NetHabitatQualityIPScore_Steelh,NetHabitatQuantity_Chum_mi,NetHabitatQuantity_Cutthroat_mi,DistancetoUpstreamBarrier_miles,BarrierFlag,GSU_Eco_Region,GSU_Subbasin,GSU,Score,Rank,Barrier_Passibility,Habitat_Quantity_Chinook,Habitat_Quality_Chinook,Habitat_Quantity_Steelhead,Habitat_Quality_Steelhead,Habitat_Quantity_Coho,Coho_Habitat_Quanity_Raw_Data,Habitat_Quality_Coho,Habitat_Quantity_Cutthroat,Habitat_Quantity_Chum,Number_of_Species_Benefitting,Downstream_Barriers,Upstream_Barriers,Road_Density,Water_Quality,Stream_Temperature,Future_Stream_Temperature,Canopy_Opening_Angle,Tree_Height,Buffer_Width,Riparian_Score,Percentile,GSU_Scenario,GlobalID,geoms
1125,601124,unnamed,Cloquallum Cr,Grays Harbor,Private,Culvert,"CH, CO, SH, SRCT, RT",33,0,-99999,0.92,0.48,0.41,0.21,0.38,0.92,4,1,67,6,33,5.5795364873023,,16.6004962921143,17.6715278625488,-99999,-99999,-99999,0,-99999,0.38,0.63,0.38,0.25,0.38,0.38,0.158976107365924,Missing Riparian Data,Black Hills Region,Cloquallum SB,Cloquallum Cr,47.3333333333333,896,10,0,0,1,2,2,0.92,3,2,1,4,4,2,2,5,3,2,4,4,5,4.33333333333333,55.5933852140078,2,4a2ebd64-9e1d-4fc6-b161-20a6cb9b8c2a,"c(x = -123.369212240574, y = 47.025090428049)"
1126,132151490C,unnamed,Absher Cr,Lewis,Private,Non-Culvert Xing,"CO, SRCT, RT",33,0,-99999,0.22,-99999,0,-99999,0,0.22,2,1,67,0,-99999,5.29416785043802,,17.4892444610596,18.813907623291,46.6237983703613,24.3411998748779,47.9781494140625,0,-99999,0.22,-99999,0,-99999,0,0.22,0.140518181735654,,Willapa Hills Region,Absher SB,Absher Creek,42,1435,10,0,0,0,0,1,0.22,0,1,0,2,4,5,2,5,2,2,7,10,7,8,30.2285992217899,0,1e679319-7161-4a97-aeb6-da2944ae0d49,"c(x = -123.281266585422, y = 46.6497208758844)"
1127,601407,unnamed,Chehalis R,Lewis,County,Culvert,"CO, SH, SRCT, RT",0,0,-99999,0,-99999,0,-99999,0,0,0,0,-99999,1,0,5.29416785043802,,19.5072135925293,20.5581398010254,91.33740234375,18.5891494750977,40.846248626709,0,-99999,0.25,0.88,0.25,0.45,0,0.25,0.0187392187931721,,Middle Chehalis Region,Middle Chehalis River SB,Middle Chehalis: RBF to SF SB,38.6666666666667,1720,15,0,0,0,0,0,0,0,0,0,0,5,1,2,5,2,2,5,8,7,6.66666666666667,17.0476653696498,3,db5aab34-df52-4c2f-90d0-be63c4d0651f,"c(x = -123.209268942335, y = 46.6349989998546)"
1128,700165,unnamed,Lincoln Cr,Lewis,Private,Culvert,"CO, SH, SRCT, RT",33,0,-99999,0.73,0.58,0.46,0.25,0,0.73,3,0,-99999,1,67,4.76184102935595,,18.3680191040039,19.4889621734619,-99999,-99999,-99999,0,-99999,0.42,-99999,0.42,-99999,0,0.42,0.00530977998820068,Missing Riparian Data,Central Lowlands Region,Lincoln Cr SB,Lincoln Cr,47.3333333333333,903,10,0,0,1,2,2,0.73,3,2,0,3,5,3,3,5,2,2,4,4,5,4.33333333333333,55.5933852140078,2,d26e5a7b-e0d5-4e04-b8ae-a9f1752d6f31,"c(x = -123.212022463567, y = 46.7296161058617)"
1129,700164,unnamed,Lincoln Cr,Lewis,Private,Culvert,"CO, SH, SRCT, RT",67,0,-99999,0.73,0.58,0.46,0.25,0,0.73,3,1,33,0,-99999,4.76184102935595,,18.3680191040039,19.4889621734619,-99999,-99999,-99999,0,-99999,0.73,0.58,0.46,0.25,0,0.73,3.41024381902705,Missing Riparian Data,Central Lowlands Region,Lincoln Cr SB,Lincoln Cr,42.3333333333333,1384,5,0,0,1,2,2,0.73,3,2,0,3,3,5,3,5,2,2,4,4,5,4.33333333333333,31.7850194552529,2,bdb4ac3a-06bc-4a92-8d55-df53dc40da50,"c(x = -123.211957513136, y = 46.7295535331633)"
1130,940403,unnamed,Allen Cr,Thurston,State,Culvert,"CO, SRCT, RT",33,0,-99999,1.22,0.78,1.22,0.26,0,1.22,3,5,67,1,67,6.09811454544212,,16.1766719818115,12.9149465560913,90.0009994506836,1.44751000404358,26.7496509552002,0,-99999,1,0.78,1,0.27,0,1,2.99303667329166,,Black River Region,Black River SB,Beaver Cr,47.3333333333333,891,10,0,0,3,2,3,1.22,4,3,0,3,0,3,1,5,3,4,5,0,5,3.33333333333333,55.5933852140078,2,88354d3d-a76e-48cb-8539-e5248a65e6b6,"c(x = -122.918304296087, y = 46.9085154550483)"
1131,601042,unnamed,Newaukum R,Lewis,Private,Culvert,"CO, SH, SRCT, RT",67,0,-99999,1.92,0.72,1.92,0.25,0,1.92,3,0,-99999,2,33,3.82186019467875,,20.1726856231689,21.2597255706787,0,0,0,0,-99999,0.91,0.82,1.92,0.28,0,0.91,0.0726955045059757,,Cascade Mts Region,Newaukum SB,Lower Newaukum Tribs,48.6666666666667,774,5,0,0,4,2,4,1.92,4,4,0,3,5,2,4,5,2,1,10,0,1,3.66666666666667,62.0136186770428,0,2b93fc68-9e2c-4639-bd66-5cc7caba70fa,"c(x = -122.859945114842, y = 46.6013086792881)"
1132,601274,unnamed,Skookumchuck R,Thurston,Private,Culvert,"CO, SH, SRCT, RT",67,0,-99999,1.74,0.8,2.39,0.28,0,1.74,3,1,67,4,33,5.66908660348294,,17.8620166778564,18.2985439300537,180,0,0,0,-99999,1.08,0.85,2.26,0.28,0,1.08,7.14664490519519,,Cascade Mts Region,Skookumchuck SB,Skookumchuck Tribs,45.6666666666667,1056,5,0,0,5,2,4,1.74,5,4,0,3,4,2,2,5,2,2,1,0,1,0.666666666666667,48.0301556420233,0,d04866d5-5dbe-41f9-b27f-9650d69f3fac,"c(x = -122.844848186322, y = 46.8089227678062)"
1133,601556,unnamed,Gheer Cr,Lewis,Private,Dam,"CO, SH, SRCT, RT",0,0,-99999,3.47,0.68,3.18,0.23,0,3.47,3,4,0,2,33,3.53591883741845,,18.3685207366943,18.4847507476807,0,0,0,0,-99999,3.47,0.74,3.18,0.26,0,3.47,4.86515394480644,0% Passible Barrier Downstream,Cascade Mts Region,Newaukum SB,SF Newaukum Tribs,60.6666666666667,136,15,0,0,6,2,6,3.47,4,6,0,3,0,2,4,5,2,2,10,0,1,3.66666666666667,93.2879377431907,0,b0df2363-e5f3-4498-9d29-7f6deed6fe3f,"c(x = -122.709890347021, y = 46.5859163055568)"
1134,933802,unnamed,Chehalis R,Lewis,Private,Culvert,"CO, SH, SRCT, RT",33,0,-99999,0,-99999,0.22,0.15,0,0,1,0,-99999,1,67,5.29416785043802,,19.6557941436768,20.7899703979492,56.5485000610352,15.2137498855591,44.5743026733398,0,-99999,0,-99999,0.22,0.21,0,0,0.0261609568175445,,Middle Chehalis Region,Middle Chehalis River SB,Middle Chehalis: RBF to SF SB,39.3333333333333,1681,10,0,0,1,1,0,0,0,0,0,1,5,3,2,5,2,2,7,8,7,7.33333333333333,19.0661478599222,3,997d226f-3f4e-4583-9846-71e0c257bbbf,"c(x = -123.227016780928, y = 46.6309000074061)"
1135,601547,unnamed,unnamed Lost Cr trib,Lewis,Private,Culvert,"CO, SH, SRCT, RT",0,0,-99999,0.07,0.06,0.07,0.03,0,0.07,3,1,33,0,-99999,6.72833967937911,,18.6795177459717,19.4014091491699,0,0,0,0,-99999,0.07,0.06,0.07,0.03,0,0.07,0.342883434764002,,Willapa Hills Region,South Fork SB,Stillman (SFC) Cr,41.6666666666667,1481,15,0,0,0,1,0,0.07,1,0,0,3,3,5,1,5,2,2,10,0,1,3.66666666666667,29.0369649805447,1,6d49eaab-4665-4206-9f70-b8205c175618,"c(x = -123.197241633327, y = 46.5718295217386)"
1136,601546,unnamed,unnamed Lost Cr trib,Lewis,Private,Culvert,"CO, SH, SRCT, RT",0,0,-99999,0.21,-99999,0.21,-99999,0,0.21,3,1,33,0,-99999,6.72833967937911,,18.847843170166,19.4920501708984,-99999,-99999,-99999,0,-99999,0.21,-99999,0.21,-99999,0,0.21,0.256713072563844,Missing Riparian Data,Willapa Hills Region,South Fork SB,Stillman (SFC) Cr,43.3333333333333,1321,15,0,0,1,0,1,0.21,0,1,0,3,3,5,1,5,2,2,4,4,5,4.33333333333333,36.284046692607,1,992f67ca-f893-44d4-9626-2e1bf71eb4a0,"c(x = -123.192732860107, y = 46.570422462555)"
1137,601043,unnamed,Skookumchuck R,Thurston,Private,Culvert,"CO, SH, SRCT, RT",67,0,-99999,5.34,0.69,4.73,0.26,0,5.34,3,0,-99999,3,33,5.79629736154155,,17.5587329864502,18.537446975708,31.2374000549316,12.005199432373,78.3264999389648,0,-99999,2.81,0.71,2.81,0.26,0,2.81,6.7904906733623704,,Cascade Mts Region,Skookumchuck SB,Skookumchuck Tribs,63,105,5,0,0,7,2,8,5.34,4,8,0,3,5,2,2,5,2,2,8,6,10,8,94.9416342412451,0,dce4e5ae-6e91-42a8-8bc0-ae8377e41ea7,"c(x = -122.862683707342, y = 46.8074732617108)"
1138,982333,unnamed,Grays Harbor,Grays Harbor,Private,Culvert,"CO, SRCT, RT",67,0,-99999,0,-99999,0,-99999,0,0,0,0,-99999,0,-99999,0.372104033493288,,16.7152309417725,16.8839111328125,-99999,-99999,-99999,0,-99999,0,-99999,0,-99999,0,0,0.621371,Missing Riparian Data,NA,NA,NA,35.3333333333333,1924,5,0,0,0,0,0,0,0,0,0,0,5,5,5,5,3,3,4,4,5,4.33333333333333,6.90661478599222,0,59d997fc-f3e1-4f38-87b0-3ee5cb00185c,"c(x = -123.945033761902, y = 46.9255978339003)"
1139,601307,unnamed,unnamed EF Satsop R trib,Grays Harbor,Private,Culvert,"CH, CO, SH, SRCT, RT",0,0,-99999,0.65,0.34,0.59,0.12,0.59,0.65,4,1,33,1,67,5.77990389688028,,16.5873622894287,17.4629688262939,-99999,-99999,-99999,0,-99999,0.6,0.29,0.54,0.1,0.54,0.6,0.0628417824328999,Missing Riparian Data,Olympic Mts Region,Satsop SB,Lower EF Satsop Tribs,52.3333333333333,496,15,0,0,2,1,2,0.65,2,2,2,4,3,3,2,5,3,2,4,4,5,4.33333333333333,75.8268482490272,0,07499c91-9572-4575-8afe-f7e206e12392,"c(x = -123.509258455675, y = 47.0621190735343)"
1140,601137,unnamed,unnamed EF Satsop R trib,Grays Harbor,Private,Culvert,"CO, SH, SRCT, RT",33,0,-99999,0,-99999,0,-99999,0,0,0,0,-99999,2,0,5.77990389688028,,16.5988597869873,17.4243698120117,180,0,100,0,-99999,0.24,-99999,0.54,-99999,0.54,0.24,0.0738406281655689,,Olympic Mts Region,Satsop SB,Lower EF Satsop Tribs,31.6666666666667,2011,10,0,0,0,0,0,0,0,0,0,0,5,1,2,5,3,2,1,0,10,3.66666666666667,2.35894941634241,0,3174ce62-c776-495a-aa4e-633d4c8435f4,"c(x = -123.508480082958, y = 47.0611922904047)"
1141,999490,unnamed,MF Wildcat Cr,Grays Harbor,County,Culvert,"CH, CO, SH, SRCT, RT",67,0,-99999,0.42,0.61,0.42,0.21,0.42,0.42,4,1,67,1,67,5.89105488107732,,16.1453266143799,17.6405620574951,-99999,-99999,-99999,0,-99999,0.42,0.61,0.42,0.21,0.42,0.42,1.03927024184208,Missing Riparian Data,Black Hills Region,Cloquallum SB,Cloquallum Cr,42.3333333333333,1399,5,0,0,1,2,1,0.42,4,1,1,4,4,3,2,5,3,2,4,4,5,4.33333333333333,31.7850194552529,2,e8f11010-bb88-4a8c-845a-afdfd3730f4e,"c(x = -123.296778633788, y = 47.0559276191478)"
1142,999536,unnamed,MF Wildcat Cr,Grays Harbor,Private,Other,"CH, CO, SH, SRCT, RT",67,0,-99999,1.99,0.55,2.24,0.2,0,1.99,3,2,67,5,0,5.89105488107732,,15.9321718215942,17.313117980957,0,0,0,0,-99999,0.76,0.81,0.76,0.3,0,0.76,0.183657823194531,,Black Hills Region,Cloquallum SB,Cloquallum Cr,45.6666666666667,1054,5,0,0,5,2,4,1.99,3,4,0,3,3,1,2,5,3,2,10,0,1,3.66666666666667,48.0301556420233,2,c4014cad-57f1-41a5-a492-5f632bbc8f6d,"c(x = -123.26809530398, y = 47.0841859750081)"
1143,999535,unnamed,MF Wildcat Cr,Grays Harbor,Unknown,Culvert,"CH, CO, SH, SRCT, RT",67,0,-99999,1.99,0.55,2.24,0.21,0,1.99,3,1,67,6,0,5.89105488107732,,15.9398803710938,17.3193473815918,0,0,0,0,-99999,0.76,0.88,0.76,0.33,0,0.76,0.0445928812178165,,Black Hills Region,Cloquallum SB,Cloquallum Cr,46.6666666666667,960,5,0,0,5,2,4,1.99,3,4,0,3,4,1,2,5,3,2,10,0,1,3.66666666666667,52.8210116731518,2,1fe63285-6541-4370-abff-e3fdd384862b,"c(x = -123.268803389655, y = 47.0837646871352)"
1144,125 1304W36C,Beaver Cr,SF Chehalis R,Lewis,Private,Culvert,"CO, SH, SRCT, RT",33,0,-99999,3.24,0.5,1.97,0.24,0,3.24,3,0,-99999,3,33,5.73902625582839,,19.5484619140625,20.5514659881592,93.4332962036133,11.9869995117188,38.6082000732422,0,-99999,1.16,0.53,1.16,0.25,0,1.16,3.58141861852983,,Willapa Hills Region,South Fork SB,Lower SF Chehalis Tribs,57.6666666666667,214,10,0,0,4,2,6,3.24,3,6,0,3,5,2,2,5,2,2,5,6,6,5.66666666666667,89.4698443579767,0,b94153ee-fd3b-41fd-a394-bb050ce72298,"c(x = -123.136617169878, y = 46.5661602823348)"
1145,132141705A,unnamed,Dempsey Cr,Thurston,Private,Culvert,"CO, SRCT, RT",0,0,-99999,0.86,0.56,0.51,0.24,0.29,0.86,4,2,33,3,0,4.01101344935575,,16.693483281,18.4085095778,0,0,0,0,-99999,0.86,0.56,0.51,0.24,0.29,0.86,0.530259186632314,,Black River Region,Black River SB,Dempsey Creek,49.6666666666667,695,15,0,0,2,2,2,0.86,3,2,1,4,1,1,3,5,3,2,10,0,1,3.66666666666667,66.2451361867704,1,6dfec633-405a-4e3a-be69-6270bf7be43d,"c(x = -123.025035086573, y = 46.98438496003)"
1146,601956,unnamed,Dempsey Cr,Thurston,Private,Culvert,"CO, SH, SRCT, RT",33,0,-99999,2.4,0.65,2.05,0.27,1.83,2.4,4,0,-99999,5,0,4.01101344935575,,17.053617477417,18.3281078338623,0,0,0,0,-99999,1.12,0.64,1.12,0.29,1.12,1.12,0.488573458806213,,Black River Region,Black River SB,Dempsey Creek,60.6666666666667,140,10,0,0,5,2,5,2.4,4,5,4,4,5,1,3,5,2,2,10,0,1,3.66666666666667,93.2879377431907,1,2e60ac84-19d3-474a-ab6f-9f9fd5da349e,"c(x = -123.022478367009, y = 46.9720681135391)"
1147,601375,unnamed,NF Newaukum R,Lewis,Private,Culvert,"CO, SH, SRCT, RT",33,0,-99999,0.66,0.35,0.6,0.14,0,0.66,3,2,33,0,-99999,5.78039418741258,,17.1648216247559,17.7401542663574,77.755500793457,13.3797044754028,10.2598752975464,0,-99999,0.66,0.35,0.6,0.14,0,0.66,1.07227649042698,,Cascade Mts Region,Newaukum SB,NF Newaukum MS,44,1237,10,0,0,2,1,2,0.66,2,2,0,3,1,5,2,5,2,2,6,6,3,5,39.7859922178988,1,1e2fa747-0e45-4049-944e-1d579ad82adc,"c(x = -122.759737288256, y = 46.681396050762)"
1148,601376,unnamed,NF Newaukum R,Lewis,Private,Culvert,"CO, SH, SRCT, RT",33,0,-99999,0.66,0.35,0.6,0.14,0,0.66,3,0,-99999,2,33,5.78039418741258,,17.1726322174072,17.7503795623779,77.755500793457,13.3797044754028,10.2598752975464,0,-99999,0.11,-99999,0.6,-99999,0,0.11,0.00763572987950785,,Cascade Mts Region,Newaukum SB,NF Newaukum MS,45,1154,10,0,0,2,1,2,0.66,2,2,0,3,5,2,2,5,2,2,6,6,3,5,43.9445525291829,1,daddff26-e8a1-45ca-aed2-0aef97e733f4,"c(x = -122.760071955586, y = 46.681468530234)"
1149,601026,Gheer Cr,Carlisle Lk,Lewis,County,Dam,"CO, SH, SRCT, RT",33,0,-99999,8.95,0.66,7.38,0.26,0,8.95,3,2,0,13,0,3.53591883741845,,18.1525840759277,18.1373405456543,176.712005615234,1.28882205486298,0,0,-99999,1.68,0.83,1.77,0.33,0,1.68,2.38775959975007,0% Passible Barrier Downstream,Cascade Mts Region,Newaukum SB,SF Newaukum Tribs,63.6666666666667,91,10,0,0,10,2,10,8.95,4,10,0,3,0,1,4,5,2,2,1,0,1,0.666666666666667,95.4036964980545,0,6bb8e8a0-9a76-4c12-9d2d-8d198e2b424d,"c(x = -122.725221519958, y = 46.5821875800822)"
1150,601559,unnamed,unnamed SF Newaukum R trib,Lewis,County,Culvert,"CO, SH, SRCT, RT",67,0,-99999,1.53,0.44,1.53,0.16,0,1.53,3,5,0,0,-99999,3.53591883741845,,17.8511371612549,18.350643157959,-99999,-99999,-99999,0,-99999,1.53,0.44,1.53,0.16,0,1.53,0.942654330145077,Missing Riparian Data; 0% Passible Barrier Downstream,Cascade Mts Region,Newaukum SB,SF Newaukum Tribs,46.3333333333333,997,5,0,0,4,1,4,1.53,3,4,0,3,0,5,4,5,2,2,4,4,5,4.33333333333333,50.7538910505837,0,aa690bf6-f352-43cc-841e-5f2ce037c1a5,"c(x = -122.693416688694, y = 46.5824534245739)"
1151,601493,Salmon Cr,Black R,Thurston,Private,Culvert,"CO, SH, SRCT, RT",67,0,-99999,10.25,0.83,7.02,0.41,0,10.25,3,0,-99999,13,33,4.01101344935575,pH,17.2314529418945,17.9292945861816,61.1912994384766,15.25,37.4127998352051,0,-99999,3.08,0.94,2.49,0.58,0,3.08,0.710338287608882,,Black River Region,Black River SB,Upper Black Tribs,67.6666666666667,48,5,0,0,10,3,10,10.25,5,10,0,3,5,2,3,1,2,2,6,8,6,6.66666666666667,97.7140077821012,0,14f156f9-f770-4dc3-85cb-d1e7149315cc,"c(x = -122.985073314903, y = 46.9417619684702)"
1152,601447,unnamed,Delezene Cr,Grays Harbor,County,Culvert,"CH, CO, SH, SRCT, RT",0,0,-99999,0.85,0.44,0.85,0.16,1.7,0.85,4,0,-99999,0,-99999,5.48653705630443,,18.1920299530029,19.2363166809082,-99999,-99999,-99999,0,-99999,0.85,0.44,0.85,0.16,1.7,0.85,0.571532668234018,Missing Riparian Data,Central Lowlands Region,Delzene SB,Delzene Cr,58.3333333333333,200,15,0,0,2,1,2,0.85,3,2,4,4,5,5,2,5,2,2,4,4,5,4.33333333333333,90.3939688715953,0,2d62b5d8-d883-42ee-850d-dfc99917a89f,"c(x = -123.37668413241, y = 46.9591334788328)"
1153,125 1305W23D,Katula Cr,Jones Cr,Lewis,County,Culvert,"CO, SH, SRCT, RT",67,0,-99999,1.25,0.57,0.37,0.31,0,1.25,3,0,-99999,1,33,5.69367526736663,,17.0101528167725,17.6741428375244,0,0,0,0,-99999,1.25,0.57,0.37,0.31,0,1.25,16.5135531030508,,Willapa Hills Region,Jones SB,Willapa Hills Tribs,42.6666666666667,1350,5,0,0,1,2,3,1.25,3,3,0,3,5,3,2,5,2,2,10,0,1,3.66666666666667,33.9250972762646,0,d693926d-4f9e-4e75-abd0-502417802a5c,"c(x = -123.265402799584, y = 46.5921932815228)"
1154,132162184B,unnamed,Scatter Cr,Thurston,Private,Culvert,"CO, SH, SRCT, RT",0,0,-99999,0.21,0.29,0.21,0.16,0,0.21,3,0,-99999,1,0,5.33113409169212,,17.3963279724121,18.8857536315918,0,0,0,0,-99999,0.21,0.29,0.21,0.16,0,0.21,0.603033215286403,,Black River Region,Scatter SB,Scatter Cr,44.6666666666667,1191,15,0,0,1,1,1,0.21,2,1,0,3,5,1,2,5,2,2,10,0,1,3.66666666666667,42.6556420233463,2,8272188c-c30c-4c60-97f0-3699986c3fb8,"c(x = -122.932142163858, y = 46.8233144509667)"
1155,601151,unnamed,Lucas Cr,Lewis,Private,Culvert,"CO, SH, SRCT, RT",0,0,-99999,0.46,0.53,0.46,0.21,0,0.46,3,0,-99999,1,33,5.78039418741258,,18.5652351379395,19.3368587493896,-99999,-99999,-99999,0,-99999,0.31,0.62,0.31,0.22,0,0.31,0.113742377339417,Missing Riparian Data,Cascade Mts Region,Newaukum SB,Lucas Cr,49.3333333333333,734,15,0,0,1,2,1,0.46,3,1,0,3,5,3,2,5,2,2,4,4,5,4.33333333333333,64.4941634241245,0,5b1c9d72-9ecc-41a4-9fd3-0497e47b75dc,"c(x = -122.771561029041, y = 46.6374595732319)"
1156,601162,unnamed,Lucas Cr,Lewis,Private,Culvert,"CO, SH, SRCT, RT",33,0,-99999,0.46,0.51,0.46,0.2,0,0.46,3,1,0,0,-99999,5.78039418741258,,18.5454177856445,19.3250026702881,-99999,-99999,-99999,0,-99999,0.46,0.51,0.46,0.2,0,0.46,0.904406298653227,Missing Riparian Data; 0% Passible Barrier Downstream,Cascade Mts Region,Newaukum SB,Lucas Cr,41.3333333333333,1497,10,0,0,1,2,1,0.46,3,1,0,3,0,5,2,5,2,2,4,4,5,4.33333333333333,26.7509727626459,0,9df6a31d-5859-4144-b01a-4b7bd3a533f6,"c(x = -122.770583933576, y = 46.6364045945105)"
1157,601290,unnamed,Camp Cr,Grays Harbor,Private,Culvert,"CO, SH, SRCT, RT",67,0,-99999,1.97,0.64,2.12,0.26,0.52,1.97,4,6,33,2,33,5.23092620512365,,16.3337821960449,17.4474391937256,135.218002319336,5.75,42.7137985229492,0,-99999,0.52,0.9,0.52,0.35,0.52,0.52,0.0558322485456409,,Tidal Chehalis Region,Tidal Zone SB,Tidal Zone,48.6666666666667,773,5,0,0,5,2,4,1.97,4,4,2,4,0,2,2,5,3,2,3,4,7,4.66666666666667,62.0136186770428,1,4ded1a52-1435-4f47-9a1d-ab8dfc72eeac,"c(x = -123.561610352263, y = 46.9905216299374)"
1158,601289,unnamed,Camp Cr,Grays Harbor,Private,Culvert,"CH, CO, SH, SRCT, RT, BT",33,0,-99999,1.97,0.63,2.12,0.26,0.52,1.97,4,7,33,1,33,5.23092620512365,,16.3282108306885,17.4406833648682,135.218002319336,5.75,42.7137985229492,0,-99999,0.52,0.92,0.52,0.35,0.52,0.52,0.0504239538583487,,Tidal Chehalis Region,Tidal Zone SB,Tidal Zone,54.6666666666667,348,10,0,0,5,2,4,1.97,4,4,2,4,0,3,2,5,3,2,3,4,7,4.66666666666667,83.2441634241245,1,2ff33c6f-5869-4c0f-b3bb-51140a04ddfd,"c(x = -123.561594050693, y = 46.991177757625)"
1159,125 1706W10A,unnamed,Chehalis R,Grays Harbor,County,Culvert,"CO, SH, SRCT, RT",33,0,-99999,1.15,0.32,1.15,0.13,0.64,1.15,4,2,33,0,-99999,5.17425721763819,,18.0504989624023,18.6541061401367,0,0,0,0,-99999,1.15,0.32,1.15,0.13,0.64,1.15,1.49883165173599,,Lower Chehalis Region,LB Trib 2224 SB,LB Trib 2224 SB,48.6666666666667,781,10,0,0,3,1,3,1.15,2,3,2,4,1,5,2,5,2,2,10,0,1,3.66666666666667,62.0136186770428,0,87cacfec-aea7-427e-b449-8ce7c9feafb6,"c(x = -123.411516024168, y = 46.9727868823996)"
1160,125 1706W10E,unnamed,Chehalis R,Grays Harbor,Private,Culvert,"CO, SH, SRCT, RT",67,0,-99999,1.15,0.52,1.15,0.19,0.64,1.15,4,0,-99999,2,33,5.17425721763819,,20.573543548584,20.1460227966309,0,0,0,0,-99999,0.64,0.71,1.15,0.25,0.64,0.64,0.146423665132408,,Lower Chehalis Region,LB Trib 2224 SB,LB Trib 2224 SB,45.6666666666667,1063,5,0,0,3,1,3,1.15,3,3,2,4,5,2,2,5,2,2,10,0,1,3.66666666666667,48.0301556420233,0,39f90019-3db0-4e7b-93e5-c654938ddbf1,"c(x = -123.411712112588, y = 46.9790351630288)"
1161,125 1706W10B,unnamed,Chehalis R,Grays Harbor,County,Culvert,"CO, SH, SRCT, RT",33,0,-99999,1.15,0.49,1.15,0.18,0.64,1.15,4,1,67,1,33,5.17425721763819,,20.2244052886963,20.0530071258545,0,0,0,0,-99999,1.15,0.61,1.15,0.22,0.64,1.15,0.334158972799656,,Lower Chehalis Region,LB Trib 2224 SB,LB Trib 2224 SB,50.6666666666667,612,10,0,0,3,1,3,1.15,3,3,2,4,4,3,2,5,2,2,10,0,1,3.66666666666667,70.1848249027237,0,8b80643c-d979-49d7-97b8-49addce87756,"c(x = -123.411087516815, y = 46.9772619122536)"
1162,601340,unnamed,Sand Cr,Grays Harbor,Private,Culvert,"CO, SRCT, RT",67,0,-99999,0.8,0.73,0.58,0.28,0,0.8,3,2,67,1,33,5.50541845899214,,15.5577249526978,17.1063346862793,3.04646992683411,15,59.8300514221191,0,-99999,0.58,0.85,0.58,0.28,0,0.58,0.0150538076429867,,Black Hills Region,Mox Chehalis SB,Mox Chehalis Cr,46.6666666666667,980,5,0,0,2,2,2,0.8,4,2,0,3,3,3,2,5,3,2,10,8,8,8.66666666666667,52.8210116731518,0,2b6e3005-26d0-4dc8-b033-bbb5162deddb,"c(x = -123.258292582045, y = 47.0465516889072)"
1163,601343,unnamed,Sand Cr,Grays Harbor,County,Culvert,"CO, SH, SRCT, RT",33,0,-99999,0.8,0.71,0.58,0.28,0,0.8,3,3,67,0,-99999,5.50541845899214,,15.5424432754517,17.1319923400879,3.04646992683411,15,59.8300514221191,0,-99999,0.8,0.71,0.58,0.28,0,0.8,1.92439479494755,,Black Hills Region,Mox Chehalis SB,Mox Chehalis Cr,50.6666666666667,619,10,0,0,2,2,2,0.8,4,2,0,3,0,5,2,5,3,2,10,8,8,8.66666666666667,70.1848249027237,0,bd518de9-3a46-4779-bf34-5fa2531aa59f,"c(x = -123.258032051171, y = 47.046676752526)"
1164,601400,unnamed,Chehalis R,Lewis,County,Culvert,"CO, SH, SRCT, RT",67,0,-99999,0.48,-99999,0.48,-99999,0,0.48,3,0,-99999,0,-99999,5.29416785043802,,19.9039821624756,20.9432544708252,-99999,-99999,-99999,0,-99999,0.48,-99999,0.48,-99999,0,0.48,0.715535972280899,Missing Riparian Data,Middle Chehalis Region,Middle Chehalis River SB,Middle Chehalis: RBF to SF SB,36.3333333333333,1862,5,0,0,1,0,1,0.48,0,1,0,3,5,5,2,5,2,2,4,4,5,4.33333333333333,9.14396887159533,3,0127debf-389c-4ae3-8a62-2c682d702844,"c(x = -123.182292675649, y = 46.6386283968171)"
